epoch,train_loss,test_loss,flow_mae,flow_rmse,flow_mape,lr
1,0.669027878962805,0.9495280427647506,399.73343,480.98573913370865,14.292280375957489,0.0019781476007338056
2,0.32618478880760415,0.9884906153065021,393.02643,490.7548235881131,13.86764645576477,0.001913545457642601
3,0.2663591965447187,0.5130483685606323,276.4427,353.55537932550254,9.527994692325592,0.0018090169943749475
4,0.1624783162293036,0.4039674141627139,242.96698,313.7266799102365,8.31858366727829,0.0016691306063588583
5,0.11122815569437107,0.34442266810234873,225.78102,289.6837715509794,7.7713921666145325,0.0015
6,0.1219142362621844,0.3965052820461159,247.30722,310.81558539590645,8.455684781074524,0.0013090169943749475
7,0.09115195625097805,0.337560345122036,230.66707,286.78340040874053,7.981892675161362,0.0011045284632676536
8,0.0874828147360968,0.30629708948309,215.9231,273.18052925217785,7.473485916852951,0.0008954715367323467
9,0.07573057523670008,0.3191024771902434,222.07323,278.8324849932303,7.675615698099136,0.0006909830056250527
10,0.06919749136419202,0.3297533466152469,224.86235,283.44766381997226,7.733938097953796,0.0005000000000000002
11,0.06232624000135159,0.2901122045687488,202.23256,265.8650826782261,6.917940825223923,0.0003308693936411421
12,0.05898965396700972,0.34544040039859913,214.51059,290.11145487553574,7.344584912061691,0.00019098300562505265
13,0.05490984589374036,0.2777103894863699,192.37144,260.1203747786782,6.628385931253433,8.645454235739902e-05
14,0.05293836520769672,0.286262294250905,194.643,264.09510893331594,6.710086017847061,2.1852399266194312e-05
15,0.05232715861510293,0.30097054687216007,198.99426,270.7947937322651,6.854452192783356,0.002
16,0.12148935472276931,0.395023311688159,248.90448,310.23418573716214,8.509676158428192,0.0019945218953682734
17,0.09640459810413365,0.2399300922420462,192.10747,241.7801493609432,6.58964142203331,0.0019781476007338056
18,0.08202531922434705,0.38135952307746995,238.52333,304.8214897690122,8.250568807125092,0.0019510565162951536
19,0.07202420440806803,0.26808308094003575,192.1584,255.57182362547323,6.6148050129413605,0.001913545457642601
20,0.06288428684051266,0.3707323070465356,239.11298,300.5442978996607,8.197098225355148,0.001866025403784439
21,0.06607437594919591,0.27330564080661235,206.74966,258.0492473589102,7.196579873561859,0.0018090169943749475
22,0.05301665841654419,0.34874463414649814,222.07262,291.4956313995117,7.720106840133667,0.0017431448254773942
23,0.04742829139717381,0.28622403178940514,192.25867,264.07746259383816,6.660228967666626,0.0016691306063588583
24,0.04535662390895792,0.27693000455206485,199.33585,259.75461677802764,6.912782788276672,0.0015877852522924731
25,0.04156148492447867,0.26623241361157945,196.72102,254.68815950834855,6.8177297711372375,0.0015
26,0.04391732981259173,0.2980107825506183,213.09125,269.4599778956051,7.454977929592133,0.0014067366430758003
27,0.04442305191985219,0.30248752875817925,197.41664,271.4763744324725,6.878997385501862,0.0013090169943749475
28,0.04009489936053899,0.30614584289074565,215.37314,273.1130575192259,7.557094842195511,0.0012079116908177592
29,0.04159882135085157,0.3310919113370005,205.66722,284.0223912828001,7.107739895582199,0.0011045284632676536
30,0.0366509524972638,0.33532526918598515,219.755,285.83237821754904,7.6772429049015045,0.0010000000000000002
31,0.038097391694930614,0.29434108276826043,200.21396,267.7957623124384,6.956353038549423,0.0008954715367323467
32,0.0347995486339275,0.35692470037270585,230.53793,294.8944461582822,8.025837689638138,0.0007920883091822406
33,0.0347278259639658,0.33644257731958543,217.5236,286.30819550355176,7.533727586269379,0.0006909830056250527
34,0.03458913925129014,0.30364905803504316,214.59375,271.99709901945647,7.508990913629532,0.0005932633569241998
35,0.03352264179607867,0.31819491136833655,214.71419,278.4356832151727,7.450806349515915,0.0005000000000000002
36,0.032758940954026775,0.3275414530493038,216.9798,282.49543691004993,7.495415955781937,0.00041221474770752696
37,0.032608684355562384,0.36210017417822765,226.39514,297.0247780068188,7.812256366014481,0.0003308693936411421
38,0.03195879734521709,0.3430408687368326,222.82962,289.10208512738194,7.752306759357452,0.00025685517452260585
39,0.03220035313498183,0.3557307705457561,223.17345,294.40082158513076,7.718746364116669,0.00019098300562505265
40,0.03136306181550026,0.34210732776879954,224.74825,288.70842503726834,7.794884592294693,0.0001339745962155613
41,0.03129063590866781,0.34002126995546766,224.76976,287.8268658195409,7.801315188407898,8.645454235739902e-05
42,0.03159947463789502,0.3451226098445984,225.66875,289.97796252474086,7.819077372550964,4.894348370484647e-05
43,0.031237967720561883,0.363322175293192,231.93233,297.5255241151589,8.031626045703888,2.1852399266194312e-05
44,0.03106403347901103,0.35140069336745455,226.87875,292.6035473768218,7.860349118709564,5.478104631726599e-06
45,0.031021122906256367,0.3537066609093675,227.90543,293.56204093002214,7.896373420953751,0.002
46,0.08716019099299094,0.3239652909755087,216.33008,280.94901950798834,7.489164173603058,0.0019986295347545736
47,0.08699645546129939,0.2650380814339002,205.56215,254.11623816670985,7.155761122703552,0.0019945218953682734
