泵组状态,频率组合,输出列,样本数,MAE,RMSE,R2,MAPE(%)
1000010,41.6|0.0|0.0|0.0|0.0|50.0|0.0,170:1_瞬时流量,942,29.76,37.15,-1.3876,2.34
1000010,41.6|0.0|0.0|0.0|0.0|50.0|0.0,170:2_瞬时流量,942,6.16,7.24,-2.054,1.71
1000010,41.6|0.0|0.0|0.0|0.0|50.0|0.0,70:3_瞬时流量,942,0.0,0.0,1.0,
1000010,41.6|0.0|0.0|0.0|0.0|50.0|0.0,总管效率_pct,942,1.9,2.45,-0.0005,4.35
1000010,42.3|0.0|0.0|0.0|0.0|50.0|0.0,170:1_瞬时流量,5801,21.89,27.63,0.2307,1.64
1000010,42.3|0.0|0.0|0.0|0.0|50.0|0.0,170:2_瞬时流量,5801,4.37,5.68,0.3187,1.18
1000010,42.3|0.0|0.0|0.0|0.0|50.0|0.0,70:3_瞬时流量,5801,0.0,0.0,1.0,
1000010,42.3|0.0|0.0|0.0|0.0|50.0|0.0,总管效率_pct,5801,1.88,2.38,-0.0108,4.36
1000010,42.6|0.0|0.0|0.0|0.0|50.0|0.0,170:1_瞬时流量,7914,23.65,29.96,0.2491,1.74
1000010,42.6|0.0|0.0|0.0|0.0|50.0|0.0,170:2_瞬时流量,7914,4.72,5.97,0.33,1.25
1000010,42.6|0.0|0.0|0.0|0.0|50.0|0.0,70:3_瞬时流量,7914,0.0,0.0,1.0,
1000010,42.6|0.0|0.0|0.0|0.0|50.0|0.0,总管效率_pct,7914,1.99,2.55,-0.0091,4.59
1000010,42.7|0.0|0.0|0.0|0.0|50.0|0.0,170:1_瞬时流量,9011,23.95,30.41,0.2069,1.75
1000010,42.7|0.0|0.0|0.0|0.0|50.0|0.0,170:2_瞬时流量,9011,4.6,5.73,0.2266,1.22
1000010,42.7|0.0|0.0|0.0|0.0|50.0|0.0,70:3_瞬时流量,9011,0.0,0.0,0.0,
1000010,42.7|0.0|0.0|0.0|0.0|50.0|0.0,总管效率_pct,9011,2.06,2.68,-0.0143,4.82
1000010,42.8|0.0|0.0|0.0|0.0|50.0|0.0,170:1_瞬时流量,11630,20.85,27.29,0.3493,1.51
1000010,42.8|0.0|0.0|0.0|0.0|50.0|0.0,170:2_瞬时流量,11630,5.33,6.71,0.2514,1.4
1000010,42.8|0.0|0.0|0.0|0.0|50.0|0.0,70:3_瞬时流量,11630,0.0,0.0,0.0,
1000010,42.8|0.0|0.0|0.0|0.0|50.0|0.0,总管效率_pct,11630,2.02,2.57,-0.0007,4.6
1000010,43.0|0.0|0.0|0.0|0.0|50.0|0.0,170:1_瞬时流量,9367,24.14,30.57,0.4891,1.74
1000010,43.0|0.0|0.0|0.0|0.0|50.0|0.0,170:2_瞬时流量,9367,5.27,6.73,0.3861,1.38
1000010,43.0|0.0|0.0|0.0|0.0|50.0|0.0,70:3_瞬时流量,9367,0.0,0.0,0.0,
1000010,43.0|0.0|0.0|0.0|0.0|50.0|0.0,总管效率_pct,9367,1.98,2.56,-0.0028,4.49
1000010,43.8|0.0|0.0|0.0|0.0|50.0|0.0,170:1_瞬时流量,7507,23.75,29.19,0.6805,1.63
1000010,43.8|0.0|0.0|0.0|0.0|50.0|0.0,170:2_瞬时流量,7507,5.09,6.35,0.4653,1.31
1000010,43.8|0.0|0.0|0.0|0.0|50.0|0.0,70:3_瞬时流量,7507,0.0,0.0,0.0,
1000010,43.8|0.0|0.0|0.0|0.0|50.0|0.0,总管效率_pct,7507,2.35,2.96,-0.0127,5.27
1000010,44.1|0.0|0.0|0.0|0.0|50.0|0.0,170:1_瞬时流量,4256,25.04,30.97,0.6001,1.68
1000010,44.1|0.0|0.0|0.0|0.0|50.0|0.0,170:2_瞬时流量,4256,5.45,7.16,0.4151,1.38
1000010,44.1|0.0|0.0|0.0|0.0|50.0|0.0,70:3_瞬时流量,4256,0.0,0.0,0.0,
1000010,44.1|0.0|0.0|0.0|0.0|50.0|0.0,总管效率_pct,4256,2.16,2.77,-0.0042,4.81
1000010,44.9|0.0|0.0|0.0|0.0|50.0|0.0,170:1_瞬时流量,1760,23.99,30.62,0.7,1.57
1000010,44.9|0.0|0.0|0.0|0.0|50.0|0.0,170:2_瞬时流量,1760,5.87,7.92,0.5921,1.45
1000010,44.9|0.0|0.0|0.0|0.0|50.0|0.0,70:3_瞬时流量,1760,0.0,0.0,0.0,
1000010,44.9|0.0|0.0|0.0|0.0|50.0|0.0,总管效率_pct,1760,2.08,2.72,0.0185,4.64
1000010,45.1|0.0|0.0|0.0|0.0|50.0|0.0,170:1_瞬时流量,1068,30.15,37.17,0.7383,1.96
1000010,45.1|0.0|0.0|0.0|0.0|50.0|0.0,170:2_瞬时流量,1068,6.68,8.05,0.7367,1.62
1000010,45.1|0.0|0.0|0.0|0.0|50.0|0.0,70:3_瞬时流量,1068,0.0,0.0,1.0,
1000010,45.1|0.0|0.0|0.0|0.0|50.0|0.0,总管效率_pct,1068,2.01,2.5,-0.0206,4.47
1000010,45.2|0.0|0.0|0.0|0.0|50.0|0.0,170:1_瞬时流量,1531,23.46,32.4,0.7757,1.54
1000010,45.2|0.0|0.0|0.0|0.0|50.0|0.0,170:2_瞬时流量,1531,7.59,8.88,0.6678,1.87
1000010,45.2|0.0|0.0|0.0|0.0|50.0|0.0,70:3_瞬时流量,1531,0.0,0.0,1.0,
1000010,45.2|0.0|0.0|0.0|0.0|50.0|0.0,总管效率_pct,1531,1.92,2.33,-0.0025,4.19
1000010,45.7|0.0|0.0|0.0|0.0|50.0|0.0,170:1_瞬时流量,1097,28.01,33.06,0.7198,1.79
