泵组状态,频率组合,输出列,样本数,MAE,RMSE,R2,MAPE(%)
1001101,47.0|0.0|0.0|50.0|41.6|0.0|50.0,170:1_瞬时流量,63,12.41,16.22,-0.0534,0.62
1001101,47.0|0.0|0.0|50.0|41.6|0.0|50.0,170:2_瞬时流量,63,4.08,5.22,-0.2554,1.04
1001101,47.0|0.0|0.0|50.0|41.6|0.0|50.0,70:3_瞬时流量,63,6.22,7.44,-0.0157,1.19
1001101,47.0|0.0|0.0|50.0|41.6|0.0|50.0,总管效率_pct,63,1.55,1.72,0.0234,2.89
1001101,47.2|0.0|0.0|50.0|41.9|0.0|50.0,170:1_瞬时流量,207,17.14,19.51,-0.2989,0.85
1001101,47.2|0.0|0.0|50.0|41.9|0.0|50.0,170:2_瞬时流量,207,6.15,8.27,-0.049,1.55
1001101,47.2|0.0|0.0|50.0|41.9|0.0|50.0,70:3_瞬时流量,207,8.49,9.94,-0.7226,1.6
1001101,47.2|0.0|0.0|50.0|41.9|0.0|50.0,总管效率_pct,207,2.39,3.06,-0.0296,4.55
1001101,47.4|0.0|0.0|50.0|42.2|0.0|50.0,170:1_瞬时流量,124,20.19,22.2,-1.1183,1.0
1001101,47.4|0.0|0.0|50.0|42.2|0.0|50.0,170:2_瞬时流量,124,3.91,4.78,-0.3485,0.99
1001101,47.4|0.0|0.0|50.0|42.2|0.0|50.0,70:3_瞬时流量,124,8.23,9.61,-0.7642,1.53
1001101,47.4|0.0|0.0|50.0|42.2|0.0|50.0,总管效率_pct,124,1.45,1.88,0.0174,2.79
1001101,47.5|0.0|0.0|50.0|42.5|0.0|50.0,170:1_瞬时流量,114,19.15,21.42,-0.1564,0.94
1001101,47.5|0.0|0.0|50.0|42.5|0.0|50.0,170:2_瞬时流量,114,5.54,6.83,-0.5058,1.34
1001101,47.5|0.0|0.0|50.0|42.5|0.0|50.0,70:3_瞬时流量,114,5.99,7.61,0.072,1.13
1001101,47.5|0.0|0.0|50.0|42.5|0.0|50.0,总管效率_pct,114,1.58,1.74,-0.5175,2.87
1001101,47.5|0.0|0.0|50.0|42.6|0.0|50.0,170:1_瞬时流量,55,30.33,33.34,-3.8743,1.5
1001101,47.5|0.0|0.0|50.0|42.6|0.0|50.0,170:2_瞬时流量,55,2.48,2.57,-0.0742,0.61
1001101,47.5|0.0|0.0|50.0|42.6|0.0|50.0,70:3_瞬时流量,55,7.74,9.18,-0.5075,1.47
1001101,47.5|0.0|0.0|50.0|42.6|0.0|50.0,总管效率_pct,55,1.08,1.23,0.1012,2.02
1001101,48.3|0.0|0.0|50.0|44.3|0.0|50.0,170:1_瞬时流量,51,21.37,25.04,-0.1716,1.01
1001101,48.3|0.0|0.0|50.0|44.3|0.0|50.0,170:2_瞬时流量,51,2.88,4.44,-0.2934,0.66
1001101,48.3|0.0|0.0|50.0|44.3|0.0|50.0,70:3_瞬时流量,51,8.57,9.42,-1.3453,1.61
1001101,48.3|0.0|0.0|50.0|44.3|0.0|50.0,总管效率_pct,51,1.0,1.07,-0.694,1.82
1001101,48.4|0.0|0.0|50.0|46.6|0.0|50.0,170:1_瞬时流量,55,26.65,31.74,-0.0419,1.27
1001101,48.4|0.0|0.0|50.0|46.6|0.0|50.0,170:2_瞬时流量,55,4.16,4.34,-11.1167,0.95
1001101,48.4|0.0|0.0|50.0|46.6|0.0|50.0,70:3_瞬时流量,55,10.11,12.13,-2.2352,2.32
1001101,48.4|0.0|0.0|50.0|46.6|0.0|50.0,总管效率_pct,55,2.84,3.1,-0.6649,5.06
1001101,48.6|0.0|0.0|50.0|47.1|0.0|50.0,170:1_瞬时流量,81,23.6,25.4,-0.0416,1.1
1001101,48.6|0.0|0.0|50.0|47.1|0.0|50.0,170:2_瞬时流量,81,4.48,5.56,-1.0479,1.02
1001101,48.6|0.0|0.0|50.0|47.1|0.0|50.0,70:3_瞬时流量,81,5.79,8.21,0.1954,1.32
1001101,48.6|0.0|0.0|50.0|47.1|0.0|50.0,总管效率_pct,81,0.99,1.38,-0.1761,1.81
1001101,49.3|0.0|0.0|50.0|48.6|0.0|50.0,170:1_瞬时流量,57,22.35,23.88,-8.2536,1.0
1001101,49.3|0.0|0.0|50.0|48.6|0.0|50.0,170:2_瞬时流量,57,7.29,8.24,0.0024,1.55
1001101,49.3|0.0|0.0|50.0|48.6|0.0|50.0,70:3_瞬时流量,57,6.9,8.18,-1.0818,1.6
1001101,49.3|0.0|0.0|50.0|48.6|0.0|50.0,总管效率_pct,57,4.49,4.69,-0.0496,8.8
