泵组状态,频率组合,输出列,样本数,MAE,RMSE,R2,MAPE(%)
1001011,44.9|0.0|0.0|50.0|0.0|50.0|50.0,170:2_瞬时流量,936,6.85,9.25,0.5637,1.33
1001011,44.9|0.0|0.0|50.0|0.0|50.0|50.0,70:3_瞬时流量,936,17.11,20.03,0.6421,3.59
1001011,44.9|0.0|0.0|50.0|0.0|50.0|50.0,总管效率_pct,936,2.0,2.38,0.0449,4.11
1001011,45.0|0.0|0.0|50.0|0.0|50.0|50.0,170:1_瞬时流量,1300,43.69,55.51,0.4144,1.89
1001011,45.0|0.0|0.0|50.0|0.0|50.0|50.0,170:2_瞬时流量,1300,7.13,9.47,0.4819,1.37
1001011,45.0|0.0|0.0|50.0|0.0|50.0|50.0,70:3_瞬时流量,1300,16.81,19.54,0.5726,3.48
1001011,45.0|0.0|0.0|50.0|0.0|50.0|50.0,总管效率_pct,1300,2.39,3.0,0.0859,4.77
1001011,45.8|0.0|0.0|50.0|0.0|50.0|50.0,170:1_瞬时流量,1459,53.83,65.2,0.3982,2.29
1001011,45.8|0.0|0.0|50.0|0.0|50.0|50.0,170:2_瞬时流量,1459,10.62,12.71,0.4207,2.02
1001011,45.8|0.0|0.0|50.0|0.0|50.0|50.0,70:3_瞬时流量,1459,16.21,20.99,0.6142,3.48
1001011,45.8|0.0|0.0|50.0|0.0|50.0|50.0,总管效率_pct,1459,1.78,2.34,0.0717,3.59
1001011,46.1|0.0|0.0|50.0|0.0|50.0|50.0,170:1_瞬时流量,1079,38.22,50.31,0.5099,1.58
1001011,46.1|0.0|0.0|50.0|0.0|50.0|50.0,170:2_瞬时流量,1079,7.78,9.6,0.4284,1.44
1001011,46.1|0.0|0.0|50.0|0.0|50.0|50.0,70:3_瞬时流量,1079,15.32,19.73,0.5835,3.2
1001011,46.1|0.0|0.0|50.0|0.0|50.0|50.0,总管效率_pct,1079,1.91,2.47,0.0451,3.79
1001011,46.2|0.0|0.0|50.0|0.0|50.0|50.0,170:1_瞬时流量,1536,30.41,45.77,0.4503,1.26
1001011,46.2|0.0|0.0|50.0|0.0|50.0|50.0,170:2_瞬时流量,1536,6.67,9.19,0.3369,1.23
1001011,46.2|0.0|0.0|50.0|0.0|50.0|50.0,70:3_瞬时流量,1536,11.3,16.02,0.649,2.34
1001011,46.2|0.0|0.0|50.0|0.0|50.0|50.0,总管效率_pct,1536,1.9,2.47,-0.0182,3.87
1001011,46.6|0.0|0.0|50.0|0.0|50.0|50.0,170:1_瞬时流量,1457,28.26,36.35,0.3633,1.13
1001011,46.6|0.0|0.0|50.0|0.0|50.0|50.0,170:2_瞬时流量,1457,7.28,8.81,0.3091,1.31
1001011,46.6|0.0|0.0|50.0|0.0|50.0|50.0,70:3_瞬时流量,1457,9.53,12.46,0.6659,1.92
1001011,46.6|0.0|0.0|50.0|0.0|50.0|50.0,总管效率_pct,1457,1.74,2.34,0.0077,3.47
1001011,47.4|0.0|0.0|50.0|0.0|50.0|50.0,170:1_瞬时流量,1501,42.55,51.64,0.3122,1.69
1001011,47.4|0.0|0.0|50.0|0.0|50.0|50.0,170:2_瞬时流量,1501,9.68,12.1,0.259,1.7
1001011,47.4|0.0|0.0|50.0|0.0|50.0|50.0,70:3_瞬时流量,1501,14.79,18.67,0.5498,3.14
1001011,47.4|0.0|0.0|50.0|0.0|50.0|50.0,总管效率_pct,1501,2.16,2.59,-0.035,4.23
1001011,49.8|0.0|0.0|50.0|0.0|50.0|50.0,170:1_瞬时流量,363,37.54,54.78,0.1636,1.41
1001011,49.8|0.0|0.0|50.0|0.0|50.0|50.0,170:2_瞬时流量,363,5.83,9.96,0.3732,0.98
1001011,49.8|0.0|0.0|50.0|0.0|50.0|50.0,70:3_瞬时流量,363,12.12,16.21,0.4617,2.56
1001011,49.8|0.0|0.0|50.0|0.0|50.0|50.0,总管效率_pct,363,1.61,1.89,-0.0261,3.17
1001011,50.0|0.0|0.0|50.0|0.0|50.0|50.0,170:1_瞬时流量,1568,36.38,70.28,-0.0497,1.38
1001011,50.0|0.0|0.0|50.0|0.0|50.0|50.0,170:2_瞬时流量,1568,10.33,17.88,-0.2214,1.77
1001011,50.0|0.0|0.0|50.0|0.0|50.0|50.0,70:3_瞬时流量,1568,40.3,53.89,-1.3495,8.98
1001011,50.0|0.0|0.0|50.0|0.0|50.0|50.0,总管效率_pct,1568,2.21,2.63,-0.1482,4.52
