泵组状态,频率组合,输出列,样本数,MAE,RMSE,R2,MAPE(%)
0101110,0.0|40.1|0.0|49.8|49.0|50.0|0.0,170:1_瞬时流量,55,38.25,44.77,-1.6429,1.91
0101110,0.0|40.1|0.0|49.8|49.0|50.0|0.0,170:2_瞬时流量,55,16.96,19.06,-3.8274,3.02
0101110,0.0|40.1|0.0|49.8|49.0|50.0|0.0,70:3_瞬时流量,55,0.0,0.0,0.0,
0101110,0.0|40.1|0.0|49.8|49.0|50.0|0.0,总管效率_pct,55,1.37,1.58,-0.0945,3.0
0101110,0.0|42.1|0.0|50.0|49.9|50.0|0.0,170:1_瞬时流量,57,26.6,31.1,-0.7748,1.22
0101110,0.0|42.1|0.0|50.0|49.9|50.0|0.0,170:2_瞬时流量,57,8.46,10.02,-1.16,1.37
0101110,0.0|42.1|0.0|50.0|49.9|50.0|0.0,70:3_瞬时流量,57,0.0,0.0,1.0,
0101110,0.0|42.1|0.0|50.0|49.9|50.0|0.0,总管效率_pct,57,1.49,1.69,-0.577,3.24
0101110,0.0|43.9|0.0|48.9|43.9|50.0|0.0,170:1_瞬时流量,66,15.27,16.69,-0.5518,0.68
0101110,0.0|43.9|0.0|48.9|43.9|50.0|0.0,170:2_瞬时流量,66,9.61,11.63,-0.2748,1.75
0101110,0.0|43.9|0.0|48.9|43.9|50.0|0.0,70:3_瞬时流量,66,0.0,0.0,1.0,
0101110,0.0|43.9|0.0|48.9|43.9|50.0|0.0,总管效率_pct,66,1.64,2.19,-0.3193,3.36
0101110,0.0|44.0|0.0|48.9|43.9|50.0|0.0,170:1_瞬时流量,153,13.23,15.51,-0.9524,0.59
0101110,0.0|44.0|0.0|48.9|43.9|50.0|0.0,170:2_瞬时流量,153,10.47,12.36,-0.0766,1.9
0101110,0.0|44.0|0.0|48.9|43.9|50.0|0.0,70:3_瞬时流量,153,0.0,0.0,1.0,
0101110,0.0|44.0|0.0|48.9|43.9|50.0|0.0,总管效率_pct,153,1.71,2.38,-0.0099,3.43
0101110,0.0|44.1|0.0|48.9|44.0|50.0|0.0,170:1_瞬时流量,99,13.68,15.27,-0.0993,0.6
0101110,0.0|44.1|0.0|48.9|44.0|50.0|0.0,170:2_瞬时流量,99,6.98,8.56,-0.3143,1.27
0101110,0.0|44.1|0.0|48.9|44.0|50.0|0.0,70:3_瞬时流量,99,0.0,0.0,1.0,
0101110,0.0|44.1|0.0|48.9|44.0|50.0|0.0,总管效率_pct,99,1.25,1.82,0.0068,2.37
0101110,0.0|44.3|0.0|50.0|49.8|50.0|0.0,170:1_瞬时流量,61,69.8,83.28,-1.305,3.13
0101110,0.0|44.3|0.0|50.0|49.8|50.0|0.0,170:2_瞬时流量,61,6.58,8.12,-0.9042,1.02
0101110,0.0|44.3|0.0|50.0|49.8|50.0|0.0,70:3_瞬时流量,61,0.0,0.0,1.0,
0101110,0.0|44.3|0.0|50.0|49.8|50.0|0.0,总管效率_pct,61,3.69,4.03,0.0163,7.41
0101110,0.0|44.4|0.0|50.0|49.9|50.0|0.0,170:1_瞬时流量,62,44.77,67.04,-0.4312,2.0
0101110,0.0|44.4|0.0|50.0|49.9|50.0|0.0,170:2_瞬时流量,62,5.51,6.26,-2.3428,0.86
0101110,0.0|44.4|0.0|50.0|49.9|50.0|0.0,70:3_瞬时流量,62,0.0,0.0,0.0,
0101110,0.0|44.4|0.0|50.0|49.9|50.0|0.0,总管效率_pct,62,3.99,4.22,-0.538,8.76
0101110,0.0|44.6|0.0|50.0|49.9|50.0|0.0,170:1_瞬时流量,55,53.24,67.06,-0.1686,2.34
0101110,0.0|44.6|0.0|50.0|49.9|50.0|0.0,170:2_瞬时流量,55,4.52,5.35,0.1014,0.71
0101110,0.0|44.6|0.0|50.0|49.9|50.0|0.0,70:3_瞬时流量,55,0.0,0.0,1.0,
0101110,0.0|44.6|0.0|50.0|49.9|50.0|0.0,总管效率_pct,55,2.22,2.79,-0.0448,4.6
