泵组状态,频率组合,输出列,样本数,MAE,RMSE,R2,MAPE(%)
0001111,0.0|0.0|0.0|44.3|43.2|50.0|50.0,170:1_瞬时流量,168,18.51,24.24,-1.058,1.13
0001111,0.0|0.0|0.0|44.3|43.2|50.0|50.0,170:2_瞬时流量,168,6.77,8.56,-1.0835,1.5
0001111,0.0|0.0|0.0|44.3|43.2|50.0|50.0,70:3_瞬时流量,168,5.03,6.34,0.1115,0.99
0001111,0.0|0.0|0.0|44.3|43.2|50.0|50.0,总管效率_pct,168,1.49,1.75,-0.1364,2.83
0001111,0.0|0.0|0.0|44.3|43.3|50.0|50.0,170:1_瞬时流量,88,11.97,14.43,-0.2913,0.72
0001111,0.0|0.0|0.0|44.3|43.3|50.0|50.0,170:2_瞬时流量,88,4.73,5.06,-6.8096,1.03
0001111,0.0|0.0|0.0|44.3|43.3|50.0|50.0,70:3_瞬时流量,88,5.15,6.89,0.3385,1.02
0001111,0.0|0.0|0.0|44.3|43.3|50.0|50.0,总管效率_pct,88,1.86,2.15,0.0295,3.67
0001111,0.0|0.0|0.0|44.4|43.3|50.0|50.0,170:1_瞬时流量,106,10.44,15.17,-0.1267,0.63
0001111,0.0|0.0|0.0|44.4|43.3|50.0|50.0,170:2_瞬时流量,106,6.73,7.22,-6.4962,1.48
0001111,0.0|0.0|0.0|44.4|43.3|50.0|50.0,70:3_瞬时流量,106,4.45,5.59,-0.2646,0.87
0001111,0.0|0.0|0.0|44.4|43.3|50.0|50.0,总管效率_pct,106,1.69,1.9,-0.0059,3.3
0001111,0.0|0.0|0.0|44.7|45.3|50.0|50.0,170:1_瞬时流量,111,16.69,23.11,-0.7809,0.98
0001111,0.0|0.0|0.0|44.7|45.3|50.0|50.0,170:2_瞬时流量,111,3.81,4.32,-3.462,0.78
0001111,0.0|0.0|0.0|44.7|45.3|50.0|50.0,70:3_瞬时流量,111,5.76,7.06,-0.408,1.14
0001111,0.0|0.0|0.0|44.7|45.3|50.0|50.0,总管效率_pct,111,4.87,6.54,-0.2078,8.45
0001111,0.0|0.0|0.0|44.7|45.4|50.0|50.0,170:1_瞬时流量,72,19.57,26.37,-1.1865,1.15
0001111,0.0|0.0|0.0|44.7|45.4|50.0|50.0,170:2_瞬时流量,72,2.81,3.52,-0.9937,0.58
0001111,0.0|0.0|0.0|44.7|45.4|50.0|50.0,70:3_瞬时流量,72,4.86,6.23,-0.3439,0.96
0001111,0.0|0.0|0.0|44.7|45.4|50.0|50.0,总管效率_pct,72,2.83,4.32,-0.0983,5.09
0001111,0.0|0.0|0.0|44.8|45.5|50.0|50.0,170:1_瞬时流量,100,25.84,27.35,0.037,1.49
0001111,0.0|0.0|0.0|44.8|45.5|50.0|50.0,170:2_瞬时流量,100,5.02,5.66,0.0234,1.04
0001111,0.0|0.0|0.0|44.8|45.5|50.0|50.0,70:3_瞬时流量,100,5.46,6.94,-0.022,1.07
0001111,0.0|0.0|0.0|44.8|45.5|50.0|50.0,总管效率_pct,100,2.9,3.72,-0.0363,5.5
0001111,0.0|0.0|0.0|45.3|48.3|50.0|50.0,170:1_瞬时流量,80,29.4,32.69,-0.2401,1.57
0001111,0.0|0.0|0.0|45.3|48.3|50.0|50.0,170:2_瞬时流量,80,5.74,6.4,-4.3572,1.1
0001111,0.0|0.0|0.0|45.3|48.3|50.0|50.0,70:3_瞬时流量,80,4.53,6.13,0.2441,0.9
