泵组状态,频率组合,输出列,样本数,MAE,RMSE,R2,MAPE(%)
1100010,46.4|42.3|0.0|0.0|0.0|50.0|0.0,170:1_瞬时流量,85,18.99,24.55,-0.0984,1.03
1100010,46.4|42.3|0.0|0.0|0.0|50.0|0.0,170:2_瞬时流量,85,5.35,6.24,0.1797,1.06
1100010,46.4|42.3|0.0|0.0|0.0|50.0|0.0,70:3_瞬时流量,85,0.0,0.0,0.0,
1100010,46.4|42.3|0.0|0.0|0.0|50.0|0.0,总管效率_pct,85,1.28,1.42,-0.7527,2.62
1100010,46.5|42.4|0.0|0.0|0.0|50.0|0.0,170:1_瞬时流量,399,25.89,34.14,-0.2897,1.43
1100010,46.5|42.4|0.0|0.0|0.0|50.0|0.0,170:2_瞬时流量,399,5.18,6.4,-0.6666,1.03
1100010,46.5|42.4|0.0|0.0|0.0|50.0|0.0,70:3_瞬时流量,399,0.0,0.0,0.0,
1100010,46.5|42.4|0.0|0.0|0.0|50.0|0.0,总管效率_pct,399,1.14,1.46,-0.0588,2.42
1100010,46.5|42.5|0.0|0.0|0.0|50.0|0.0,170:1_瞬时流量,289,22.03,26.24,-0.0236,1.2
1100010,46.5|42.5|0.0|0.0|0.0|50.0|0.0,170:2_瞬时流量,289,3.86,4.97,-0.1037,0.76
1100010,46.5|42.5|0.0|0.0|0.0|50.0|0.0,70:3_瞬时流量,289,0.0,0.0,0.0,
1100010,46.5|42.5|0.0|0.0|0.0|50.0|0.0,总管效率_pct,289,1.24,1.52,-0.0071,2.63
1100010,46.6|41.2|0.0|0.0|0.0|50.0|0.0,170:1_瞬时流量,202,35.1,41.83,-1.0304,2.07
1100010,46.6|41.2|0.0|0.0|0.0|50.0|0.0,170:2_瞬时流量,202,4.41,5.69,-1.0176,0.9
1100010,46.6|41.2|0.0|0.0|0.0|50.0|0.0,70:3_瞬时流量,202,0.0,0.0,1.0,
1100010,46.6|41.2|0.0|0.0|0.0|50.0|0.0,总管效率_pct,202,2.74,3.48,-0.0145,5.96
1100010,46.6|42.5|0.0|0.0|0.0|50.0|0.0,170:1_瞬时流量,342,29.93,41.65,-0.871,1.66
1100010,46.6|42.5|0.0|0.0|0.0|50.0|0.0,170:2_瞬时流量,342,4.7,6.25,-0.8371,0.93
1100010,46.6|42.5|0.0|0.0|0.0|50.0|0.0,70:3_瞬时流量,342,0.0,0.0,0.0,
1100010,46.6|42.5|0.0|0.0|0.0|50.0|0.0,总管效率_pct,342,1.87,2.34,-0.0975,4.04
1100010,46.6|42.7|0.0|0.0|0.0|50.0|0.0,170:1_瞬时流量,302,16.4,21.84,0.1182,0.87
1100010,46.6|42.7|0.0|0.0|0.0|50.0|0.0,170:2_瞬时流量,302,4.93,5.8,0.1978,0.97
1100010,46.6|42.7|0.0|0.0|0.0|50.0|0.0,70:3_瞬时流量,302,0.0,0.0,0.0,
1100010,46.6|42.7|0.0|0.0|0.0|50.0|0.0,总管效率_pct,302,1.51,1.91,0.0459,3.12
1100010,46.6|42.8|0.0|0.0|0.0|50.0|0.0,170:1_瞬时流量,84,21.65,28.06,0.0668,1.13
1100010,46.6|42.8|0.0|0.0|0.0|50.0|0.0,170:2_瞬时流量,84,4.54,5.38,0.3593,0.89
1100010,46.6|42.8|0.0|0.0|0.0|50.0|0.0,70:3_瞬时流量,84,0.0,0.0,0.0,
1100010,46.6|42.8|0.0|0.0|0.0|50.0|0.0,总管效率_pct,84,2.0,2.48,0.0173,4.17
1100010,46.7|41.3|0.0|0.0|0.0|50.0|0.0,170:1_瞬时流量,71,38.01,39.55,-11.5558,2.22
1100010,46.7|41.3|0.0|0.0|0.0|50.0|0.0,170:2_瞬时流量,71,6.06,6.72,-1.122,1.24
1100010,46.7|41.3|0.0|0.0|0.0|50.0|0.0,70:3_瞬时流量,71,0.0,0.0,1.0,
1100010,46.7|41.3|0.0|0.0|0.0|50.0|0.0,总管效率_pct,71,2.62,3.07,-0.3516,5.54
