泵组状态,频率组合,输出列,样本数,MAE,RMSE,R2,MAPE(%)
1000111,47.0|0.0|0.0|0.0|43.2|50.0|50.0,70:3_瞬时流量,259,4.84,5.95,0.4774,1.01
1000111,47.0|0.0|0.0|0.0|43.2|50.0|50.0,总管效率_pct,259,1.12,1.35,-0.0289,2.24
1000111,47.2|0.0|0.0|0.0|43.7|50.0|50.0,170:1_瞬时流量,297,37.77,40.61,0.0065,2.06
1000111,47.2|0.0|0.0|0.0|43.7|50.0|50.0,170:2_瞬时流量,297,6.49,8.18,-1.0199,1.26
1000111,47.2|0.0|0.0|0.0|43.7|50.0|50.0,70:3_瞬时流量,297,5.23,6.46,0.3271,1.1
1000111,47.2|0.0|0.0|0.0|43.7|50.0|50.0,总管效率_pct,297,1.34,1.62,0.0297,2.61
1000111,47.2|0.0|0.0|0.0|43.8|50.0|50.0,170:1_瞬时流量,251,28.35,31.91,-0.0707,1.52
1000111,47.2|0.0|0.0|0.0|43.8|50.0|50.0,170:2_瞬时流量,251,4.88,6.04,-0.1586,0.95
1000111,47.2|0.0|0.0|0.0|43.8|50.0|50.0,70:3_瞬时流量,251,5.79,7.13,0.2529,1.22
1000111,47.2|0.0|0.0|0.0|43.8|50.0|50.0,总管效率_pct,251,2.06,2.47,0.0642,4.06
1000111,47.5|0.0|0.0|0.0|44.6|50.0|50.0,170:1_瞬时流量,150,34.29,41.49,-0.096,1.76
1000111,47.5|0.0|0.0|0.0|44.6|50.0|50.0,170:2_瞬时流量,150,2.86,3.4,0.2345,0.54
1000111,47.5|0.0|0.0|0.0|44.6|50.0|50.0,70:3_瞬时流量,150,7.95,9.63,0.4957,1.61
1000111,47.5|0.0|0.0|0.0|44.6|50.0|50.0,总管效率_pct,150,3.15,3.84,-0.1511,5.92
1000111,47.8|0.0|0.0|0.0|45.0|50.0|50.0,170:1_瞬时流量,233,42.21,55.39,-0.1461,2.17
1000111,47.8|0.0|0.0|0.0|45.0|50.0|50.0,170:2_瞬时流量,233,3.91,4.69,0.2203,0.75
1000111,47.8|0.0|0.0|0.0|45.0|50.0|50.0,70:3_瞬时流量,233,6.03,7.66,0.7765,1.29
1000111,47.8|0.0|0.0|0.0|45.0|50.0|50.0,总管效率_pct,233,1.88,2.25,-0.0622,3.64
1000111,47.9|0.0|0.0|0.0|45.2|50.0|50.0,170:1_瞬时流量,98,44.82,53.03,-0.3081,2.32
1000111,47.9|0.0|0.0|0.0|45.2|50.0|50.0,170:2_瞬时流量,98,6.51,7.46,-0.367,1.22
1000111,47.9|0.0|0.0|0.0|45.2|50.0|50.0,70:3_瞬时流量,98,8.3,9.92,0.7712,1.78
1000111,47.9|0.0|0.0|0.0|45.2|50.0|50.0,总管效率_pct,98,2.24,2.58,-0.2347,4.34
1000111,48.0|0.0|0.0|0.0|45.4|50.0|50.0,170:1_瞬时流量,227,42.26,54.61,-0.2633,2.2
1000111,48.0|0.0|0.0|0.0|45.4|50.0|50.0,170:2_瞬时流量,227,7.12,8.51,0.0967,1.35
1000111,48.0|0.0|0.0|0.0|45.4|50.0|50.0,70:3_瞬时流量,227,6.72,9.04,0.4452,1.44
1000111,48.0|0.0|0.0|0.0|45.4|50.0|50.0,总管效率_pct,227,2.23,2.67,-0.1095,4.32
1000111,48.1|0.0|0.0|0.0|45.5|50.0|50.0,170:1_瞬时流量,130,36.04,53.24,-0.04,1.87
1000111,48.1|0.0|0.0|0.0|45.5|50.0|50.0,170:2_瞬时流量,130,5.39,7.03,0.0929,1.01
1000111,48.1|0.0|0.0|0.0|45.5|50.0|50.0,70:3_瞬时流量,130,5.48,6.86,0.2625,1.18
1000111,48.1|0.0|0.0|0.0|45.5|50.0|50.0,总管效率_pct,130,1.53,1.73,0.0071,2.95
1000111,48.1|0.0|0.0|0.0|45.8|50.0|50.0,170:1_瞬时流量,240,27.75,32.82,-0.3282,1.36
1000111,48.1|0.0|0.0|0.0|45.8|50.0|50.0,170:2_瞬时流量,240,5.09,5.86,0.3815,0.93
1000111,48.1|0.0|0.0|0.0|45.8|50.0|50.0,70:3_瞬时流量,240,6.38,7.96,0.8774,1.33
1000111,48.1|0.0|0.0|0.0|45.8|50.0|50.0,总管效率_pct,240,2.17,2.81,-0.1596,3.92
1000111,48.2|0.0|0.0|0.0|45.8|50.0|50.0,170:1_瞬时流量,336,32.41,37.4,-0.0364,1.61
1000111,48.2|0.0|0.0|0.0|45.8|50.0|50.0,170:2_瞬时流量,336,3.52,4.97,-0.0941,0.65
1000111,48.2|0.0|0.0|0.0|45.8|50.0|50.0,70:3_瞬时流量,336,5.25,6.64,0.2432,1.12
1000111,48.2|0.0|0.0|0.0|45.8|50.0|50.0,总管效率_pct,336,1.36,1.83,-0.0698,2.54
1000111,48.2|0.0|0.0|0.0|46.2|50.0|50.0,170:1_瞬时流量,68,28.94,29.83,-0.8811,1.36
1000111,48.2|0.0|0.0|0.0|46.2|50.0|50.0,170:2_瞬时流量,68,6.07,6.75,-2.6582,1.08
1000111,48.2|0.0|0.0|0.0|46.2|50.0|50.0,70:3_瞬时流量,68,6.46,7.85,0.6946,1.3
1000111,48.2|0.0|0.0|0.0|46.2|50.0|50.0,总管效率_pct,68,1.63,2.5,-0.1502,3.24
1000111,48.6|0.0|0.0|0.0|46.9|50.0|50.0,170:1_瞬时流量,91,19.49,22.11,0.5774,0.91
1000111,48.6|0.0|0.0|0.0|46.9|50.0|50.0,170:2_瞬时流量,91,7.87,9.41,-1.5078,1.39
1000111,48.6|0.0|0.0|0.0|46.9|50.0|50.0,70:3_瞬时流量,91,6.61,8.26,0.8844,1.35
1000111,48.6|0.0|0.0|0.0|46.9|50.0|50.0,总管效率_pct,91,0.72,0.9,0.2183,1.33
1000111,48.7|0.0|0.0|0.0|47.1|50.0|50.0,170:1_瞬时流量,93,13.29,15.62,0.486,0.61
1000111,48.7|0.0|0.0|0.0|47.1|50.0|50.0,170:2_瞬时流量,93,5.74,6.47,-0.015,1.0
1000111,48.7|0.0|0.0|0.0|47.1|50.0|50.0,70:3_瞬时流量,93,4.35,5.47,0.93,0.86
1000111,48.7|0.0|0.0|0.0|47.1|50.0|50.0,总管效率_pct,93,1.17,1.43,-0.1912,2.19
1000111,49.0|0.0|0.0|0.0|47.6|50.0|50.0,170:1_瞬时流量,51,16.94,21.16,0.4644,0.79
1000111,49.0|0.0|0.0|0.0|47.6|50.0|50.0,170:2_瞬时流量,51,5.51,6.48,-0.3455,0.95
1000111,49.0|0.0|0.0|0.0|47.6|50.0|50.0,70:3_瞬时流量,51,5.57,6.32,0.9227,1.15
1000111,49.0|0.0|0.0|0.0|47.6|50.0|50.0,总管效率_pct,51,1.15,1.63,-0.1945,2.06
1000111,49.1|0.0|0.0|0.0|48.0|50.0|50.0,170:1_瞬时流量,104,9.88,12.4,0.4812,0.45
1000111,49.1|0.0|0.0|0.0|48.0|50.0|50.0,170:2_瞬时流量,104,3.9,5.44,0.3049,0.66
1000111,49.1|0.0|0.0|0.0|48.0|50.0|50.0,70:3_瞬时流量,104,6.09,7.44,0.8868,1.21
1000111,49.1|0.0|0.0|0.0|48.0|50.0|50.0,总管效率_pct,104,1.31,1.5,-0.3468,2.49
1000111,49.1|0.0|0.0|0.0|48.1|50.0|50.0,170:1_瞬时流量,88,10.18,13.41,0.2815,0.46
1000111,49.1|0.0|0.0|0.0|48.1|50.0|50.0,170:2_瞬时流量,88,7.02,7.81,-0.8528,1.17
1000111,49.1|0.0|0.0|0.0|48.1|50.0|50.0,70:3_瞬时流量,88,5.43,6.73,0.8788,1.09
1000111,49.1|0.0|0.0|0.0|48.1|50.0|50.0,总管效率_pct,88,1.46,1.55,-0.0056,2.74
1000111,49.3|0.0|0.0|0.0|48.6|50.0|50.0,170:1_瞬时流量,161,36.25,39.83,-1.0282,1.6
1000111,49.3|0.0|0.0|0.0|48.6|50.0|50.0,170:2_瞬时流量,161,8.94,10.47,-0.0696,1.47
1000111,49.3|0.0|0.0|0.0|48.6|50.0|50.0,70:3_瞬时流量,161,6.1,7.72,0.8067,1.22
1000111,49.3|0.0|0.0|0.0|48.6|50.0|50.0,总管效率_pct,161,1.52,1.98,-0.0868,2.8
1000111,49.4|0.0|0.0|0.0|48.6|50.0|50.0,170:1_瞬时流量,69,41.57,43.93,-2.3726,1.83
1000111,49.4|0.0|0.0|0.0|48.6|50.0|50.0,170:2_瞬时流量,69,8.51,10.15,-0.3605,1.4
1000111,49.4|0.0|0.0|0.0|48.6|50.0|50.0,70:3_瞬时流量,69,5.47,6.57,0.8099,1.08
1000111,49.4|0.0|0.0|0.0|48.6|50.0|50.0,总管效率_pct,69,2.04,2.43,-0.0937,3.82
1000111,49.4|0.0|0.0|0.0|48.7|50.0|50.0,170:1_瞬时流量,125,40.69,43.4,-0.6525,1.79
1000111,49.4|0.0|0.0|0.0|48.7|50.0|50.0,170:2_瞬时流量,125,8.2,9.79,0.2058,1.35
1000111,49.4|0.0|0.0|0.0|48.7|50.0|50.0,70:3_瞬时流量,125,7.56,9.92,0.7741,1.54
1000111,49.4|0.0|0.0|0.0|48.7|50.0|50.0,总管效率_pct,125,1.74,2.22,-0.6567,3.11
1000111,49.5|0.0|0.0|0.0|48.8|50.0|50.0,170:1_瞬时流量,89,42.58,46.27,-0.2395,1.91
1000111,49.5|0.0|0.0|0.0|48.8|50.0|50.0,170:2_瞬时流量,89,6.56,9.16,-0.3232,1.07
1000111,49.5|0.0|0.0|0.0|48.8|50.0|50.0,70:3_瞬时流量,89,7.57,9.26,0.4944,1.49
1000111,49.5|0.0|0.0|0.0|48.8|50.0|50.0,总管效率_pct,89,1.91,2.42,-0.1088,3.45
1000111,49.5|0.0|0.0|0.0|49.0|50.0|50.0,170:1_瞬时流量,144,59.6,73.53,-0.1327,2.75
1000111,49.5|0.0|0.0|0.0|49.0|50.0|50.0,170:2_瞬时流量,144,10.48,12.64,-0.4504,1.71
1000111,49.5|0.0|0.0|0.0|49.0|50.0|50.0,70:3_瞬时流量,144,5.89,7.37,0.6344,1.17
1000111,49.5|0.0|0.0|0.0|49.0|50.0|50.0,总管效率_pct,144,1.89,2.64,0.0112,3.73
1000111,49.8|0.0|0.0|0.0|44.3|50.0|50.0,170:1_瞬时流量,57,38.72,52.29,-1.028,2.0
1000111,49.8|0.0|0.0|0.0|44.3|50.0|50.0,170:2_瞬时流量,57,10.43,10.78,-26.8884,1.9
1000111,49.8|0.0|0.0|0.0|44.3|50.0|50.0,70:3_瞬时流量,57,6.21,7.04,-2.1971,1.36
1000111,49.8|0.0|0.0|0.0|44.3|50.0|50.0,总管效率_pct,57,0.71,0.95,-0.0605,1.39
1000111,49.8|0.0|0.0|0.0|44.4|50.0|50.0,170:1_瞬时流量,95,37.57,48.72,-0.5912,1.92
1000111,49.8|0.0|0.0|0.0|44.4|50.0|50.0,170:2_瞬时流量,95,6.18,7.37,-3.3737,1.13
1000111,49.8|0.0|0.0|0.0|44.4|50.0|50.0,70:3_瞬时流量,95,6.21,7.3,-0.4228,1.36
1000111,49.8|0.0|0.0|0.0|44.4|50.0|50.0,总管效率_pct,95,1.06,1.25,-0.114,2.15
1000111,49.8|0.0|0.0|0.0|49.5|50.0|50.0,170:1_瞬时流量,106,17.13,30.5,-0.0787,0.76
1000111,49.8|0.0|0.0|0.0|49.5|50.0|50.0,170:2_瞬时流量,106,12.9,17.98,-0.1035,2.07
1000111,49.8|0.0|0.0|0.0|49.5|50.0|50.0,70:3_瞬时流量,106,15.06,25.24,0.2008,3.38
1000111,49.8|0.0|0.0|0.0|49.5|50.0|50.0,总管效率_pct,106,0.95,1.15,-0.2092,1.8
1000111,50.0|0.0|0.0|0.0|43.4|50.0|50.0,170:1_瞬时流量,110,27.37,34.72,-0.3232,1.4
1000111,50.0|0.0|0.0|0.0|43.4|50.0|50.0,170:2_瞬时流量,110,6.46,8.16,-1.6764,1.24
1000111,50.0|0.0|0.0|0.0|43.4|50.0|50.0,70:3_瞬时流量,110,4.77,6.02,0.0067,1.01
1000111,50.0|0.0|0.0|0.0|43.4|50.0|50.0,总管效率_pct,110,0.65,0.8,-0.1911,1.31
1000111,50.0|0.0|0.0|0.0|50.0|50.0|50.0,170:1_瞬时流量,690,35.68,50.56,0.0329,1.59
1000111,50.0|0.0|0.0|0.0|50.0|50.0|50.0,170:2_瞬时流量,690,5.98,7.13,0.1431,0.96
1000111,50.0|0.0|0.0|0.0|50.0|50.0|50.0,70:3_瞬时流量,690,20.19,22.41,0.3396,4.03
1000111,50.0|0.0|0.0|0.0|50.0|50.0|50.0,总管效率_pct,690,2.0,2.3,-0.0287,3.83
