泵组状态,频率组合,输出列,样本数,MAE,RMSE,R2,MAPE(%)
1001110,45.0|0.0|0.0|50.0|49.9|50.0|0.0,170:1_瞬时流量,66,97.79,108.77,-0.0056,3.8
1001110,45.0|0.0|0.0|50.0|49.9|50.0|0.0,170:2_瞬时流量,66,34.91,45.54,-0.0588,5.39
1001110,45.0|0.0|0.0|50.0|49.9|50.0|0.0,70:3_瞬时流量,66,0.0,0.0,1.0,
1001110,45.0|0.0|0.0|50.0|49.9|50.0|0.0,总管效率_pct,66,3.19,3.52,0.0934,6.74
1001110,46.2|0.0|0.0|50.0|46.7|50.0|0.0,170:1_瞬时流量,106,30.51,36.17,-0.018,1.15
1001110,46.2|0.0|0.0|50.0|46.7|50.0|0.0,170:2_瞬时流量,106,6.45,9.38,-0.2978,0.97
1001110,46.2|0.0|0.0|50.0|46.7|50.0|0.0,70:3_瞬时流量,106,0.0,0.0,0.0,
1001110,46.2|0.0|0.0|50.0|46.7|50.0|0.0,总管效率_pct,106,1.99,2.17,-4.0906,4.15
1001110,47.0|0.0|0.0|50.0|48.6|50.0|0.0,170:1_瞬时流量,139,12.82,20.73,-0.1184,0.46
1001110,47.0|0.0|0.0|50.0|48.6|50.0|0.0,170:2_瞬时流量,139,6.94,7.93,-0.1505,0.96
1001110,47.0|0.0|0.0|50.0|48.6|50.0|0.0,70:3_瞬时流量,139,0.0,0.0,1.0,
1001110,47.0|0.0|0.0|50.0|48.6|50.0|0.0,总管效率_pct,139,1.89,2.45,-0.0165,3.62
