泵组状态,频率组合,输出列,样本数,MAE,RMSE,R2,MAPE(%)
0001110,0.0|0.0|0.0|50.0|44.1|50.0|0.0,170:2_瞬时流量,75,21.51,31.51,-0.7844,4.52
0001110,0.0|0.0|0.0|50.0|44.1|50.0|0.0,70:3_瞬时流量,75,0.0,0.0,1.0,
0001110,0.0|0.0|0.0|50.0|44.1|50.0|0.0,总管效率_pct,75,3.12,4.06,0.0463,5.91
0001110,0.0|0.0|0.0|50.0|44.4|50.0|0.0,170:1_瞬时流量,73,37.0,44.15,0.0207,1.83
0001110,0.0|0.0|0.0|50.0|44.4|50.0|0.0,170:2_瞬时流量,73,17.99,23.18,-0.4275,3.75
0001110,0.0|0.0|0.0|50.0|44.4|50.0|0.0,70:3_瞬时流量,73,0.0,0.0,1.0,
0001110,0.0|0.0|0.0|50.0|44.4|50.0|0.0,总管效率_pct,73,2.14,3.12,0.0127,4.25
0001110,0.0|0.0|0.0|50.0|45.9|50.0|0.0,170:1_瞬时流量,52,28.1,33.14,0.2952,1.39
0001110,0.0|0.0|0.0|50.0|45.9|50.0|0.0,170:2_瞬时流量,52,13.67,20.94,0.3613,2.93
0001110,0.0|0.0|0.0|50.0|45.9|50.0|0.0,70:3_瞬时流量,52,0.0,0.0,0.0,
0001110,0.0|0.0|0.0|50.0|45.9|50.0|0.0,总管效率_pct,52,1.43,1.78,-0.0415,2.86
0001110,0.0|0.0|0.0|50.0|47.3|50.0|0.0,170:1_瞬时流量,66,14.36,21.28,0.2564,0.72
0001110,0.0|0.0|0.0|50.0|47.3|50.0|0.0,170:2_瞬时流量,66,9.99,12.01,-0.2936,1.96
0001110,0.0|0.0|0.0|50.0|47.3|50.0|0.0,70:3_瞬时流量,66,0.0,0.0,0.0,
0001110,0.0|0.0|0.0|50.0|47.3|50.0|0.0,总管效率_pct,66,3.22,3.86,-0.3261,7.16
0001110,0.0|0.0|0.0|50.0|47.6|50.0|0.0,170:1_瞬时流量,99,24.59,32.32,0.4752,1.26
0001110,0.0|0.0|0.0|50.0|47.6|50.0|0.0,170:2_瞬时流量,99,8.45,10.55,-0.9087,1.62
0001110,0.0|0.0|0.0|50.0|47.6|50.0|0.0,70:3_瞬时流量,99,0.0,0.0,0.0,
0001110,0.0|0.0|0.0|50.0|47.6|50.0|0.0,总管效率_pct,99,3.02,3.17,-0.0367,6.43
0001110,0.0|0.0|0.0|50.0|48.5|50.0|0.0,170:1_瞬时流量,254,22.1,29.97,0.2867,1.12
0001110,0.0|0.0|0.0|50.0|48.5|50.0|0.0,170:2_瞬时流量,254,5.32,8.91,-0.2007,0.99
0001110,0.0|0.0|0.0|50.0|48.5|50.0|0.0,70:3_瞬时流量,254,0.0,0.0,0.0,
0001110,0.0|0.0|0.0|50.0|48.5|50.0|0.0,总管效率_pct,254,1.89,2.15,-0.0217,4.0
0001110,0.0|0.0|0.0|50.0|48.7|50.0|0.0,170:1_瞬时流量,116,36.22,44.6,0.1472,1.8
0001110,0.0|0.0|0.0|50.0|48.7|50.0|0.0,170:2_瞬时流量,116,8.15,11.14,-0.4475,1.51
0001110,0.0|0.0|0.0|50.0|48.7|50.0|0.0,70:3_瞬时流量,116,0.0,0.0,0.0,
0001110,0.0|0.0|0.0|50.0|48.7|50.0|0.0,总管效率_pct,116,2.75,2.96,-0.0154,5.67
0001110,0.0|0.0|0.0|50.0|49.8|50.0|0.0,170:1_瞬时流量,327,26.67,34.02,0.1017,1.36
0001110,0.0|0.0|0.0|50.0|49.8|50.0|0.0,170:2_瞬时流量,327,5.3,7.39,0.069,0.95
0001110,0.0|0.0|0.0|50.0|49.8|50.0|0.0,70:3_瞬时流量,327,0.0,0.0,0.0,
0001110,0.0|0.0|0.0|50.0|49.8|50.0|0.0,总管效率_pct,327,2.51,2.93,-0.0242,5.19
